# 031 PLAN-001 P1.2d mutgate spec (013 GATE-mutation-red-submission-precondition.md).
# fix_id <TAB> target_file <TAB> sed_expr <TAB> test_cmd. Run through p12d_mutgate.sh, never in a checkout anyone
# is using. Every test_cmd builds its own workspace from the throwaway's files: p12d_ws.sh / p12d_pkgroot.sh copy the
# ABI and batch D's packages; p12d_core_check.sh archives the clone's committed HEAD and overlays only P1.2d's paths.
# Rows assert BATCH D'S OWN results only (compose's and herdr's shape rows, their own probes, their own own-root
# checks) -- never the whole-tree gate totals, which move as other batches land.
# No `cmd | grep -q` anywhere (pipefail/SIGPIPE): the helpers log to a file, then grep it.
#
# --- the registration boundary: re-inline a payload -> batch D's own shape row fails -> red
compose_inline_policy	packages/motoko-ext-compose/compose.ail	s/    ToolPolicy(on_tool_policy),/    ToolPolicy(\\ctx call. on_tool_policy(ctx, call)),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh gate compose
compose_inline_intercept	packages/motoko-ext-compose/compose.ail	s/    ResponseInterceptor(compose_intercept)/    ResponseInterceptor(\\ctx t. compose_intercept(ctx, t))/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh gate compose
herdr_inline_prompt	packages/motoko-ext-herdr/herdr.ail	s/      PromptShaper(herdr_prompt),/      PromptShaper(\\ctx. herdr_prompt(ctx)),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh gate herdr
herdr_inline_exit	packages/motoko-ext-herdr/herdr.ail	s/      ExitIntent("delegate-panes", exit_enabled, herdr_exit),/      ExitIntent("delegate-panes", exit_enabled, \\ctx. herdr_exit(ctx)),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh gate herdr
herdr_head_delegated	packages/motoko-ext-herdr/register.ail	s/  { config: herdr_config_json(cfg, tools, orch), caps: herdr_caps(tools, cfg.reap_on_exit || cfg.settle_on_exit) }/  make_hooks_with(cfg, tools, orch)/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh gate herdr
#
# --- each capture read from a constant instead of ext_config -> the channel/provider probe -> red
compose_capture_mode_policy	packages/motoko-ext-compose/compose.ail	s/  on_tool_policy_with_mode(composition_mode_of(ctx.ext_config), ctx, call)/  on_tool_policy_with_mode(composition_mode_of(jo([])), ctx, call)/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
compose_capture_mode_intercept	packages/motoko-ext-compose/compose.ail	s/on_response_intercept(ctx, response_text, composition_mode_of(ctx.ext_config),/on_response_intercept(ctx, response_text, composition_mode_of(jo([])),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
compose_capture_snippet_caps	packages/motoko-ext-compose/compose.ail	s/join_csv(snippet_caps_of(ctx.ext_config))/join_csv(snippet_caps_of(jo([])))/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
compose_capture_runtime_cfg	packages/motoko-ext-compose/compose.ail	s/  let runtime_cfg = host_config_of(ctx.ext_config);/  let runtime_cfg = host_config_of(jo([]));/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh provider
# The first run was 43/44 and refused: herdr_capture_describe_cfg was VACUOUS -- the probe looked for "codex",
# which the schema's fixed `model` text names whatever the config says. The probe now checks "permits claude,codex"
# and `"required":["prompt","kind"]`, which only the config's kind list and empty default produce.
herdr_capture_describe_cfg	packages/motoko-ext-herdr/herdr.ail	s/  let cfg = herdr_cfg_of(config);/  let cfg = herdr_cfg_of(jo([]));/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
herdr_capture_describe_tools	packages/motoko-ext-herdr/herdr.ail	s/  match herdr_tools_of(config) {/  match herdr_tools_of(jo([])) {/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
herdr_capture_orch_prompt	packages/motoko-ext-herdr/herdr.ail	s/  prompt_patch(herdr_orch_of(ctx.ext_config))/  prompt_patch(herdr_orch_of(jo([])))/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
herdr_capture_orch_policy	packages/motoko-ext-herdr/herdr.ail	s/  decide(herdr_orch_of(ctx.ext_config),/  decide(herdr_orch_of(jo([])),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
herdr_capture_cfg_provider	packages/motoko-ext-herdr/herdr.ail	s/  on_tool_handle(herdr_cfg_of(ctx.ext_config), ctx, call)/  on_tool_handle(herdr_cfg_of(jo([])), ctx, call)/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
herdr_capture_cfg_exit	packages/motoko-ext-herdr/herdr.ail	s/  exit_actions(herdr_cfg_of(ctx.ext_config), ctx)/  exit_actions(herdr_cfg_of(jo([])), ctx)/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
herdr_capture_cfg_waiting	packages/motoko-ext-herdr/herdr.ail	s/  work_in_flight(herdr_cfg_of(ctx.ext_config), ctx)/  work_in_flight(herdr_cfg_of(jo([])), ctx)/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
herdr_exit_enabled_data	packages/motoko-ext-herdr/herdr.ail	s/caps: herdr_caps(tools, cfg.reap_on_exit || cfg.settle_on_exit) }/caps: herdr_caps(tools, false) }/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh channel
# registration withholds what it read (ADR-001 Amendment 3: environment values go through config) -> red
herdr_register_withholds_pane	packages/motoko-ext-herdr/register.ail	s/  { config: herdr_config_json(cfg, tools, orch),/  { config: herdr_config_json({ cfg | own_pane: "" }, tools, orch),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh registration
compose_register_withholds_profile	packages/motoko-ext-compose/register.ail	s/  { config: host_config_json(host_cfg), caps: compose_caps() }/  { config: host_config_json(read_compose_host_config(".")), caps: compose_caps() }/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh registration
#
# --- the channel's codecs: their round-trip tests (the packages' own tests) go red on a dropped field
compose_codec_field	packages/motoko-ext-compose/config.ail	s/    kv("author_tools_budget", int_json(a.author_tools_budget)),/    kv("author_tools_budget", int_json(25)),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2d/p12d_ws.sh test packages/motoko-ext-compose/config.ail
