# 031 PLAN-001 P1.3r mutgate spec. fix_id <TAB> target_file <TAB> sed_expr <TAB> test_cmd
# Run by evidence/P1.3r/p13r_mutgate.sh in a throwaway copy. Every test_cmd is the P1.3r
# workspace (p13r_check.sh), which copies the repo's src/core, the ABI, the kit and its
# examples into its own directory with its own lock -- the ailang.lock trap cannot apply.
# `test` = ailang test src/core/ext/runtime.ail (0 failed required); `e2e` = the end-to-end
# runner over P0.6's consumers (exit 0 and the PASS line required; the tripwire port faults).
# --- the brief's named rows ------------------------------------------------
# the stub answers Answered(..) -> the consumers' interpreters are reached with a fabricated answer -> red
stub_answered_e2e	src/core/ext/runtime.ail	s/^  { result: Unavailable(UnconfiguredBackend), usage: stub_usage() }$/  { result: Answered({ answers: [{ question_id: "task_complete", answer: BinaryAnswer(1500) }, { question_id: "repeats_failure", answer: BinaryAnswer(9000) }] }), usage: stub_usage() }/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh e2e
stub_answered_unit	src/core/ext/runtime.ail	s/^  { result: Unavailable(UnconfiguredBackend), usage: stub_usage() }$/  { result: Answered({ answers: [{ question_id: "task_complete", answer: BinaryAnswer(1500) }, { question_id: "repeats_failure", answer: BinaryAnswer(9000) }] }), usage: stub_usage() }/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh test src/core/ext/runtime.ail
# the cursor skips an atom: later extensions dropped after the first (skip-on-first-feedback) / a declared vote dropped
tool_cursor_skips_later_atoms	src/core/ext/runtime.ail	s/^    e :: rest => collect_policy_atoms(e\.id, e\.caps, 0, 0, entry_base(ctx, e), call) ++ collect_tool_decisions(rest, ctx, call)$/    e :: rest => collect_policy_atoms(e.id, e.caps, 0, 0, entry_base(ctx, e), call)/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh test src/core/ext/runtime.ail
tool_cursor_drops_declared_vote	src/core/ext/runtime.ail	s/^      vote :: collect_policy_atoms(id, rest, i, di + 1, view, call)$/      collect_policy_atoms(id, rest, i, di + 1, view, call)/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh test src/core/ext/runtime.ail
finalize_cursor_drops_declared_vote	src/core/ext/runtime.ail	s/^      { decisions: vote :: next\.decisions, next_state: next\.next_state }$/      { decisions: next.decisions, next_state: next.next_state }/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh test src/core/ext/runtime.ail
# an Immediate vote bypasses the merge: the family result is taken from the first vote (a declared immediate in the test) instead of merged
tool_immediate_bypasses_merge	src/core/ext/runtime.ail	s/^  merge_tool_decisions(collect_tool_decisions(rt\.registry\.entries, ctx, call), false, None)$/  match collect_tool_decisions(rt.registry.entries, ctx, call) { [] => NoOpinion, v :: _ => v }/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh test src/core/ext/runtime.ail
finalize_immediate_bypasses_merge	src/core/ext/runtime.ail	s/^  { decision: merge_finalize_decisions(collected\.decisions), next_state: clear_holder(collected\.next_state) }$/  { decision: match collected.decisions { [] => NoDecision, v :: _ => v }, next_state: clear_holder(collected.next_state) }/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh test src/core/ext/runtime.ail
# the stub path advances an ordinal (a declared atom hands the next atom an advanced world) -> red, unit and end to end
declared_atom_advances_world_unit	src/core/ext/runtime.ail	s/^      let next = collect_finalize_atoms(id, rest, i, di + 1, base, candidate, world);$/      let next = collect_finalize_atoms(id, rest, i, di + 1, base, candidate, { token: jo([kv("ordinal", jnum(8.0))]) });/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh test src/core/ext/runtime.ail
declared_atom_advances_world_e2e	src/core/ext/runtime.ail	s/^      let next = collect_finalize_atoms(id, rest, i, di + 1, base, candidate, world);$/      let next = collect_finalize_atoms(id, rest, i, di + 1, base, candidate, { token: jo([kv("ordinal", jnum(8.0))]) });/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh e2e
# a port is read around the stub (the only port these rows reach, clock_now) -> the e2e tripwire faults
tool_dispatch_reads_a_port	src/core/ext/runtime.ail	s/^  merge_tool_decisions(collect_tool_decisions(rt\.registry\.entries, ctx, call), false, None)$/  { let _ = ctx.ports.clock_now(ctx.world); merge_tool_decisions(collect_tool_decisions(rt.registry.entries, ctx, call), false, None) }/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh e2e
finalize_dispatch_reads_a_port	src/core/ext/runtime.ail	s/^  let collected = collect_finalize_decisions(rt\.registry\.entries, ctx, candidate, ctx\.world);$/  let collected = { let _ = ctx.ports.clock_now(ctx.world); collect_finalize_decisions(rt.registry.entries, ctx, candidate, ctx.world) };/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh e2e
# --- the rest of what P1.3r adds -------------------------------------------
# zero usage: the stub's usage made unknown
stub_usage_not_zero	src/core/ext/runtime.ail	s/^  { input_tokens: Some(0), output_tokens: Some(0), cost_millicents: Some(0) }$/  { input_tokens: Some(0), output_tokens: Some(0), cost_millicents: None }/	bash .agent/projects/031_system_one_decisions/evidence/P1.3r/p13r_check.sh test src/core/ext/runtime.ail
# legacy-vs-declared precedence: registry order reversed in each family
